,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
20,Deandre Ayton,C,23,PHO,24,24,30.7,7.5,12.0,.626,0.0,0.3,.143,7.5,11.8,.638,.628,1.9,2.8,.662,2.9,8.2,11.1,1.6,0.8,0.8,1.8,2.2,17.0
21,Udoka Azubuike,C,22,UTA,6,1,6.7,0.7,0.8,.800,0.0,0.0,,0.7,0.8,.800,.800,0.2,0.3,.500,0.3,1.0,1.3,0.0,0.2,0.3,0.3,0.5,1.5
22,Marvin Bagley III,PF,22,SAC,21,8,21.0,3.2,7.4,.429,0.5,2.3,.224,2.7,5.1,.523,.465,1.2,1.7,.722,2.3,4.7,7.0,0.7,0.3,0.2,0.7,1.7,8.1
23,LaMelo Ball,PG,20,CHO,33,33,31.9,7.0,16.5,.424,2.8,7.2,.384,4.2,9.3,.455,.507,2.6,2.9,.876,1.6,5.8,7.3,7.8,1.7,0.5,3.1,3.1,19.3
24,Lonzo Ball,PG,24,CHI,31,31,35.4,4.7,11.3,.415,3.1,7.5,.416,1.5,3.7,.414,.554,0.5,0.7,.773,1.0,4.5,5.5,5.1,1.8,0.9,2.4,2.4,13.0
25,Mo Bamba,C,23,ORL,30,30,28.1,4.1,9.0,.459,1.3,3.9,.342,2.8,5.1,.549,.533,0.6,0.9,.731,2.2,6.3,8.5,1.6,0.8,2.1,1.3,2.5,10.2
26,Desmond Bane,SF,23,MEM,39,39,30.0,6.6,14.3,.466,2.9,6.9,.416,3.8,7.4,.512,.567,1.2,1.4,.906,0.5,3.9,4.4,2.3,1.0,0.5,1.4,2.5,17.4
27,Dalano Banton,SF,22,TOR,32,1,11.9,1.5,3.7,.410,0.2,0.8,.269,1.3,2.8,.451,.440,0.6,0.8,.750,0.6,1.5,2.1,1.7,0.4,0.2,1.0,1.3,3.8
28,Cat Barber,PG,27,ATL,3,0,4.3,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,1.3,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0
29,Harrison Barnes,PF,29,SAC,36,36,33.4,5.0,11.3,.446,2.1,4.9,.418,3.0,6.4,.467,.537,4.1,5.0,.832,1.2,5.0,6.2,2.3,0.7,0.2,1.8,1.2,16.3
30,Scottie Barnes,PF,20,TOR,31,31,35.6,6.0,12.3,.487,0.7,2.3,.324,5.2,10.0,.524,.517,2.3,3.2,.714,2.9,5.2,8.1,3.5,1.1,0.9,1.9,2.9,14.9
31,RJ Barrett,SF,21,NYK,32,32,31.3,5.6,13.7,.405,1.8,5.3,.333,3.8,8.4,.451,.470,2.7,3.8,.707,0.7,4.8,5.5,2.3,0.5,0.3,1.8,2.0,15.6
32,Will Barton,SG,31,DEN,33,33,32.9,5.8,13.6,.424,2.3,6.5,.362,3.5,7.2,.481,.510,1.2,1.5,.800,0.6,4.3,5.0,4.2,0.9,0.5,1.9,1.5,15.1
33,Paris Bass,SF,26,PHO,2,0,3.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,1.0,1.0,1.000,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0
34,Charles Bassey,PF,21,PHI,17,0,8.2,1.4,2.1,.667,0.0,0.2,.000,1.4,1.9,.727,.667,0.5,0.6,.727,1.0,2.1,3.1,0.4,0.2,0.8,0.4,1.5,3.3
35,Keita Bates-Diop,SF,26,SAS,30,9,15.9,2.1,4.0,.529,0.3,0.8,.320,1.9,3.2,.583,.562,0.8,1.2,.667,1.1,2.9,4.0,0.6,0.5,0.4,0.8,0.9,5.3
36,Nicolas Batum,PF,33,LAC,20,16,25.6,3.0,6.1,.484,1.9,4.8,.389,1.1,1.4,.815,.635,0.3,0.6,.500,0.4,4.2,4.6,1.5,1.1,0.8,0.9,1.1,8.1
37,Kent Bazemore,SF,32,LAL,23,14,17.4,1.4,4.3,.330,0.8,2.3,.340,0.7,2.0,.319,.420,0.4,0.6,.769,0.3,1.7,2.0,0.8,0.8,0.3,0.3,2.2,4.1
38,Darius Bazley,PF,21,OKC,33,27,26.5,3.2,8.5,.379,0.9,3.4,.274,2.3,5.1,.450,.434,1.3,2.1,.623,1.1,5.2,6.3,1.2,0.8,1.2,1.4,0.9,8.7
39,Bradley Beal,SG,28,WAS,33,33,36.0,9.2,19.9,.460,1.6,5.5,.293,7.5,14.4,.523,.500,4.2,5.0,.842,1.0,3.7,4.6,6.4,0.9,0.3,3.4,2.4,24.1
40,Malik Beasley,SG,25,MIN,39,9,27.3,4.5,12.1,.369,2.9,8.8,.335,1.5,3.3,.457,.490,0.5,0.6,.720,0.4,2.8,3.2,1.7,0.6,0.1,0.8,1.2,12.3
41,Jordan Bell,F,27,CHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
42,DeAndre' Bembry,SF,27,BRK,33,14,19.9,2.6,4.3,.599,0.4,0.8,.462,2.2,3.5,.629,.641,0.5,0.8,.577,0.7,2.6,3.3,1.3,0.9,0.6,0.7,2.2,6.0
43,Dāvis Bertāns,PF,29,WAS,26,0,16.1,2.0,5.5,.361,1.5,4.6,.336,0.5,1.0,.480,.500,1.0,1.1,.929,0.2,1.7,1.9,0.6,0.4,0.1,0.5,1.7,6.5
44,Patrick Beverley,PG,33,MIN,27,23,26.7,3.3,7.9,.425,1.3,4.1,.327,2.0,3.8,.529,.509,1.2,1.7,.702,1.3,3.3,4.6,5.2,1.0,0.9,1.2,3.0,9.2
45,Saddiq Bey,SF,22,DET,37,37,33.6,5.1,13.7,.370,2.3,7.1,.321,2.8,6.6,.423,.453,2.4,2.9,.830,1.4,4.9,6.3,2.5,1.0,0.2,1.5,1.7,14.8
46,Khem Birch,C,29,TOR,20,4,21.6,2.4,4.7,.500,0.0,0.4,.000,2.4,4.4,.540,.500,1.4,1.9,.730,2.7,2.7,5.4,1.3,0.9,0.6,0.7,1.7,6.1
47,Goga Bitadze,C,22,IND,21,0,8.1,0.9,2.8,.322,0.2,1.3,.143,0.7,1.5,.484,.356,0.5,0.9,.611,1.0,1.2,2.2,0.1,0.5,0.5,0.4,1.5,2.5
48,Bismack Biyombo,C,29,PHO,3,0,20.3,3.7,5.0,.733,0.0,0.0,,3.7,5.0,.733,.733,1.7,2.7,.625,2.0,3.0,5.0,1.3,1.0,2.3,0.0,2.0,9.0
49,Nemanja Bjelica,C,33,GSW,38,0,15.1,2.5,5.3,.463,1.0,2.5,.389,1.5,2.8,.528,.554,0.8,1.2,.674,0.9,3.0,3.9,1.6,0.6,0.3,1.1,1.6,6.7
50,Eric Bledsoe,PG,32,LAC,39,29,26.8,3.8,9.0,.426,1.0,3.1,.322,2.8,5.9,.480,.481,1.8,2.3,.787,0.5,3.2,3.7,4.1,1.3,0.4,2.3,1.6,10.4
51,Keljin Blevins,SF,26,POR,3,0,4.7,0.7,1.3,.500,0.7,1.0,.667,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2.0
52,Bogdan Bogdanović,SG,29,ATL,25,23,28.7,4.4,10.6,.413,2.2,6.0,.367,2.2,4.6,.474,.517,0.9,1.2,.742,0.3,3.3,3.6,2.5,0.7,0.2,1.0,1.8,11.8
53,Bojan Bogdanović,PF,32,UTA,38,38,30.2,6.2,12.8,.484,2.7,6.4,.420,3.5,6.4,.547,.588,3.2,3.7,.864,0.8,3.3,4.1,1.6,0.5,0.0,1.7,1.6,18.2
54,Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,.556,0.1,0.3,.250,1.0,1.6,.609,.574,0.1,0.4,.400,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4
55,Leandro Bolmaro,SF,21,MIN,23,2,8.0,0.4,1.4,.281,0.1,0.5,.167,0.3,0.9,.350,.313,0.3,0.4,.889,0.7,0.9,1.5,0.5,0.2,0.0,0.5,0.9,1.2
56,Isaac Bonga,SF,22,TOR,12,0,5.3,0.3,1.1,.231,0.1,0.3,.250,0.2,0.8,.222,.269,0.3,0.5,.667,0.3,0.3,0.6,0.3,0.6,0.2,0.2,0.8,0.9
57,Devin Booker,SG,25,PHO,31,31,32.7,8.6,19.4,.443,2.6,6.5,.405,6.0,12.9,.461,.510,3.7,4.3,.866,0.9,4.6,5.5,4.5,0.9,0.3,2.6,2.4,23.5
58,Brandon Boston Jr.,SG,20,LAC,22,0,15.1,2.3,6.4,.362,0.7,2.3,.294,1.6,4.1,.400,.415,1.3,1.5,.848,0.3,1.6,1.9,0.7,0.7,0.2,0.8,0.7,6.6
59,Chris Boucher,PF,29,TOR,34,7,17.4,3.1,6.9,.441,0.7,2.8,.240,2.4,4.1,.579,.489,1.6,2.2,.757,1.8,3.4,5.1,0.4,0.6,0.9,0.7,1.8,8.4
60,James Bouknight,SG,21,CHO,18,0,8.2,1.3,3.7,.343,0.6,1.6,.393,0.7,2.2,.308,.425,0.4,0.6,.800,0.8,0.7,1.5,0.8,0.1,0.0,0.3,0.7,3.6
61,Avery Bradley,SG,31,LAL,32,27,23.8,2.7,6.0,.443,1.4,3.5,.405,1.3,2.5,.494,.560,0.2,0.2,1.000,0.5,2.1,2.6,0.8,0.9,0.3,0.5,1.8,6.9
62,Tony Bradley,C,24,CHI,24,7,12.6,1.8,3.0,.589,0.0,0.0,,1.8,3.0,.589,.589,0.3,0.4,.778,1.5,2.9,4.4,0.6,0.2,0.6,0.7,1.3,3.9
63,Ignas Brazdeikis,SF,23,ORL,16,0,9.0,0.8,2.6,.286,0.3,1.4,.182,0.5,1.3,.400,.333,0.3,0.4,.833,0.4,0.9,1.4,0.5,0.3,0.1,0.3,1.0,2.1
64,Mikal Bridges,SF,25,PHO,38,38,34.1,4.9,9.5,.514,1.4,3.6,.397,3.4,5.9,.585,.589,1.0,1.2,.848,1.0,3.0,4.0,1.7,1.3,0.5,0.7,2.0,12.2
65,Miles Bridges,PF,23,CHO,37,37,35.8,7.3,15.4,.477,1.9,5.9,.318,5.4,9.4,.578,.539,3.0,3.9,.766,1.3,5.9,7.2,3.7,1.2,0.8,1.9,2.5,19.5
66,Oshae Brissett,SF,23,IND,28,1,17.8,2.4,5.3,.449,0.9,2.5,.371,1.4,2.8,.519,.537,0.5,1.0,.556,1.3,2.5,3.8,0.8,0.6,0.3,0.7,1.3,6.2
67,Malcolm Brogdon,PG,29,IND,26,26,34.3,6.7,15.0,.446,1.8,5.7,.311,4.9,9.3,.529,.505,3.8,4.5,.855,0.9,4.4,5.3,6.1,0.9,0.4,2.2,2.1,19.0
68,Armoni Brooks,SG,23,HOU,33,8,18.2,2.5,6.7,.367,1.8,5.6,.317,0.7,1.1,.629,.500,0.5,0.5,.889,0.3,1.7,2.0,1.4,0.6,0.2,0.6,1.6,7.2
69,Dillon Brooks,SF,26,MEM,20,19,29.0,7.2,16.9,.427,1.7,5.1,.327,5.6,11.8,.470,.476,3.2,3.6,.889,0.8,2.6,3.4,2.9,1.3,0.2,1.9,3.4,19.3
70,Bruce Brown,SF,25,BRK,30,17,22.5,3.0,6.1,.489,0.3,1.0,.333,2.7,5.1,.519,.516,0.6,0.8,.750,1.3,3.2,4.5,1.3,1.2,0.5,0.7,2.7,6.9
71,Charlie Brown Jr.,SG,24,TOT,4,0,6.8,0.5,1.8,.286,0.0,0.8,.000,0.5,1.0,.500,.286,0.3,0.3,1.000,0.3,0.8,1.0,0.5,1.0,0.5,0.3,0.8,1.3
72,Chaundee Brown Jr.,SG-SF,23,TOT,5,2,20.8,2.0,6.4,.313,1.2,3.6,.333,0.8,2.8,.286,.406,1.0,1.2,.833,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2
73,Greg Brown III,SF,20,POR,14,0,5.1,0.7,1.9,.370,0.0,0.4,.000,0.7,1.6,.455,.370,0.3,0.8,.364,0.5,0.9,1.4,0.4,0.1,0.3,0.4,0.7,1.7
74,Jaylen Brown,SF,25,BOS,25,25,34.4,8.7,19.1,.456,2.8,7.8,.361,5.9,11.4,.521,.529,4.0,5.1,.773,0.8,5.3,6.1,2.6,1.2,0.5,3.2,2.7,24.2
75,Moses Brown,C,22,DAL,23,1,6.9,1.2,2.0,.587,0.0,0.0,,1.2,2.0,.587,.587,1.2,1.9,.628,0.6,1.8,2.4,0.0,0.1,0.3,0.6,1.2,3.5
76,Sterling Brown,SG,26,DAL,31,3,15.2,1.5,3.7,.417,0.8,2.4,.356,0.7,1.4,.524,.530,0.3,0.3,.900,0.6,3.1,3.7,0.9,0.4,0.2,0.6,1.2,4.2
77,Troy Brown Jr.,SF,22,CHI,25,1,14.3,1.6,3.8,.417,0.5,1.6,.293,1.1,2.2,.509,.479,0.5,0.6,.750,0.4,2.2,2.7,1.2,0.5,0.1,0.3,0.9,4.2
78,Jalen Brunson,PG,25,DAL,38,20,30.8,6.4,12.9,.493,1.1,3.2,.333,5.3,9.8,.544,.534,2.2,2.9,.771,0.6,3.1,3.7,5.6,0.8,0.1,1.7,1.9,16.0
79,Shaq Buchanan,PG,25,MEM,2,0,5.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0
80,Reggie Bullock,SF,30,DAL,32,13,24.5,2.3,6.2,.377,1.5,4.6,.318,0.9,1.6,.549,.495,0.4,0.5,.765,0.2,2.7,2.9,1.1,0.4,0.2,0.6,1.4,6.6
81,Trey Burke,PG,29,DAL,19,0,13.6,2.9,6.7,.430,0.8,2.6,.327,2.1,4.2,.494,.492,0.8,0.9,.941,0.1,1.1,1.2,2.1,0.4,0.0,0.8,1.0,7.5
82,Alec Burks,SG,30,NYK,38,14,27.3,3.7,9.2,.396,1.9,4.7,.408,1.7,4.5,.384,.500,2.6,3.2,.808,0.5,3.7,4.2,2.4,1.2,0.3,0.9,2.3,11.8
83,Jared Butler,SG,21,UTA,20,1,5.7,0.9,2.6,.346,0.5,1.5,.333,0.4,1.1,.364,.442,0.3,0.5,.667,0.1,0.7,0.8,0.7,0.2,0.3,0.8,1.0,2.6
84,Jimmy Butler,SF,32,MIA,23,23,33.8,7.8,15.7,.500,0.5,1.9,.250,7.3,13.7,.535,.515,7.0,8.1,.871,1.9,4.0,5.9,5.4,2.0,0.4,2.0,1.3,23.2
85,Devontae Cacok,PF,25,SAS,4,0,3.8,1.5,2.3,.667,0.0,0.0,,1.5,2.3,.667,.667,0.0,0.0,,0.8,0.3,1.0,0.3,0.3,0.3,0.3,1.0,3.0
86,Kentavious Caldwell-Pope,SG,28,WAS,36,36,29.7,4.1,9.8,.418,2.1,5.5,.386,2.0,4.4,.459,.525,1.1,1.3,.870,0.5,3.1,3.6,1.7,1.2,0.4,1.3,1.9,11.4
87,Facundo Campazzo,PG,30,DEN,36,4,21.9,2.2,5.6,.398,1.2,3.5,.349,1.0,2.1,.480,.507,1.1,1.4,.820,0.3,1.8,2.1,3.9,1.2,0.5,1.2,2.2,6.8
88,Vlatko Čančar,PF,24,DEN,14,1,10.9,1.6,2.8,.564,0.5,0.9,.583,1.1,1.9,.556,.654,0.6,0.9,.750,0.4,1.2,1.6,0.9,0.1,0.2,0.6,0.9,4.3
89,Clint Capela,C,27,ATL,36,36,29.7,5.3,9.3,.571,0.0,0.0,.000,5.3,9.2,.572,.571,1.3,2.7,.464,4.2,8.9,13.1,1.4,0.8,1.5,0.6,2.5,11.8
90,Vernon Carey Jr.,C,20,CHO,2,1,6.0,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.5,0.5,1.000,1.0,0.5,1.5,0.0,0.5,0.0,0.5,0.5,3.5
91,Jevon Carter,PG,26,BRK,31,1,11.6,0.9,3.2,.283,0.7,2.5,.299,0.2,0.7,.227,.399,0.1,0.1,.750,0.2,1.3,1.5,1.0,0.4,0.3,0.5,1.0,2.6
92,Wendell Carter Jr.,C,22,ORL,37,37,29.4,4.9,10.1,.489,1.2,3.8,.331,3.7,6.4,.583,.551,2.0,2.7,.723,2.2,8.1,10.3,2.7,0.7,0.6,1.6,2.8,13.1
93,Alex Caruso,SG,27,CHI,26,9,28.0,2.8,6.3,.448,1.1,3.0,.364,1.7,3.3,.523,.534,1.7,2.0,.830,1.0,2.8,3.7,4.0,2.0,0.3,1.5,2.5,8.4
94,Willie Cauley-Stein,C,28,DAL,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
95,Ahmad Caver,G,25,IND,1,0,1.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
96,Justin Champagnie,SF,20,TOR,20,0,7.6,1.2,2.2,.523,0.3,0.7,.357,0.9,1.5,.600,.580,0.5,0.5,1.000,1.1,0.7,1.8,0.2,0.2,0.2,0.1,1.0,3.0
97,Chris Chiozza,PG,26,GSW,19,1,11.1,0.7,2.7,.275,0.6,1.7,.344,0.2,1.0,.158,.382,0.1,0.1,1.000,0.4,0.8,1.3,1.7,0.4,0.0,0.9,1.1,2.1
98,Marquese Chriss,PF,24,DAL,9,0,12.3,2.8,4.8,.581,0.4,1.0,.444,2.3,3.8,.618,.628,0.6,0.9,.625,0.9,3.3,4.2,0.2,0.2,0.4,1.0,3.0,6.6
99,Josh Christopher,SG,20,HOU,32,2,15.4,2.4,5.3,.450,0.7,2.0,.328,1.8,3.3,.523,.512,1.1,1.3,.833,0.6,1.3,1.9,1.7,0.8,0.1,1.4,1.2,6.6
100,Gary Clark,PF,27,NOP,8,1,11.9,1.1,2.6,.429,1.1,2.4,.474,0.0,0.3,.000,.643,0.3,0.5,.500,0.6,2.1,2.8,0.5,0.4,0.3,0.1,0.1,3.6
101,Brandon Clarke,PF,25,MEM,26,0,17.0,3.9,6.1,.639,0.1,0.5,.143,3.8,5.5,.688,.646,0.9,1.4,.649,1.7,3.1,4.7,1.3,0.3,0.9,0.5,1.7,8.8
102,Jordan Clarkson,SG,29,UTA,38,0,25.6,5.5,13.9,.394,2.6,8.2,.313,2.9,5.8,.509,.486,1.5,1.9,.789,0.7,2.7,3.4,2.3,0.7,0.2,1.5,1.8,15.0
103,Nic Claxton,C,22,BRK,18,12,22.1,4.0,6.1,.661,0.0,0.0,,4.0,6.1,.661,.661,1.2,1.9,.629,1.8,3.4,5.2,0.9,0.6,1.3,0.7,2.5,9.2
104,Amir Coffey,SG,24,LAC,26,4,16.8,1.5,3.8,.408,0.8,2.4,.349,0.7,1.3,.514,.520,1.3,1.5,.868,0.3,2.3,2.5,1.0,0.3,0.2,0.3,1.0,5.2
105,John Collins,PF,24,ATL,33,33,32.6,6.7,12.2,.546,1.3,3.1,.427,5.3,9.1,.587,.600,3.1,3.8,.802,1.9,6.0,7.9,2.0,0.7,1.2,1.1,3.1,17.7
106,Darren Collison,PG,34,LAL,3,0,12.3,0.7,2.3,.286,0.0,1.0,.000,0.7,1.3,.500,.286,0.0,0.0,,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3
107,Mike Conley,PG,34,UTA,34,34,28.3,5.1,10.9,.465,2.5,5.7,.431,2.6,5.1,.503,.578,1.6,1.9,.815,0.5,2.4,2.9,5.3,1.1,0.3,1.6,1.8,14.1
108,Pat Connaughton,SG,29,MIL,39,15,28.3,4.0,8.3,.480,2.4,6.0,.403,1.6,2.4,.674,.625,0.7,0.8,.788,0.7,3.9,4.7,1.4,1.0,0.3,0.7,1.3,11.1
109,Tyler Cook,PF,24,CHI,9,0,10.4,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,1.6,1.8,.875,0.7,1.7,2.3,0.3,0.3,0.1,0.4,1.6,4.4
110,Sharife Cooper,PG,20,ATL,9,0,3.7,0.3,1.4,.231,0.1,0.6,.200,0.2,0.9,.250,.269,0.0,0.0,,0.0,0.6,0.6,0.6,0.0,0.0,0.6,0.1,0.8
111,Petr Cornelie,PF,26,DEN,13,0,2.9,0.4,1.2,.333,0.1,0.6,.125,0.3,0.5,.571,.367,0.2,0.3,.750,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1
112,DeMarcus Cousins,C,31,MIL,17,5,16.9,3.2,6.9,.466,0.8,2.8,.271,2.5,4.1,.600,.521,1.8,2.2,.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1
113,Robert Covington,PF,31,POR,35,27,27.8,2.6,6.5,.403,1.6,4.7,.341,1.0,1.8,.565,.527,0.2,0.2,1.000,0.7,4.4,5.2,1.2,1.3,1.2,1.1,2.5,7.0
114,Torrey Craig,SF,31,IND,35,1,16.3,2.1,4.3,.483,0.6,2.0,.296,1.5,2.3,.650,.553,0.7,0.8,.828,1.2,2.2,3.4,1.0,0.4,0.3,0.7,1.7,5.5
115,Jae Crowder,PF,31,PHO,32,32,28.1,3.2,8.0,.404,1.8,5.4,.343,1.4,2.6,.530,.520,1.0,1.3,.800,0.4,4.3,4.6,1.4,1.1,0.5,0.9,2.4,9.3
116,Jarrett Culver,SG,22,MEM,15,0,10.3,1.9,3.9,.475,0.3,1.3,.263,1.5,2.7,.575,.517,0.4,0.8,.500,0.3,1.5,1.7,1.1,0.6,0.1,0.3,0.9,4.5
117,Jarron Cumberland,SG,24,POR,3,0,4.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7
118,Cade Cunningham,PG,20,DET,28,28,32.3,5.8,14.9,.386,2.2,7.0,.318,3.5,7.9,.446,.460,1.6,1.9,.849,0.9,5.0,6.0,5.4,1.3,0.6,3.8,2.8,15.3
119,Seth Curry,SG,31,PHI,35,35,34.8,6.2,12.0,.514,2.2,5.4,.411,3.9,6.6,.600,.607,1.8,2.0,.873,0.4,2.9,3.3,3.9,0.8,0.1,1.8,2.3,16.3
120,Stephen Curry,PG,33,GSW,35,35,34.7,8.6,20.5,.420,5.1,13.3,.388,3.5,7.3,.478,.545,4.4,4.8,.917,0.6,4.8,5.3,6.1,1.4,0.5,3.4,2.1,26.8
121,Anthony Davis,C,28,LAL,27,27,35.4,9.3,17.9,.521,0.4,2.1,.179,8.9,15.8,.566,.531,4.3,6.0,.727,2.7,7.1,9.9,2.9,1.2,2.0,2.2,2.3,23.3
122,Ed Davis,C,32,CLE,12,2,9.3,0.8,1.0,.750,0.0,0.0,,0.8,1.0,.750,.750,0.1,0.5,.167,0.4,2.7,3.1,0.1,0.3,0.6,0.3,1.4,1.6
